clean_text,label
brg sudah saya terima thanks,NET
woke pengiriman cepat packing siip gojek e konco dewe mas bos hehehehe,POS
barang sdh sesuai dgn deskripsi hanya saja pada saat diterima isinya sdh tidak utuh lagi patah semua tdk tau dari awal sdh seperti itu atau larena packingnya kurang aman semoga kedepan dapat ditingkatkan lagi,NEG
barang sdh sampai thx,NET
salah beli untuk mollar jangan pakai yang ini,NET
bagus sesuai dgn deskripsi,POS
barang bagus sesuai deskripsi,POS
sesuai order semoga cocok dg staplesnys,POS
yerima kasih,NET
barang nya berpungsi dengan baik mantap lah pokok nya,POS
barang dan isinya sesuai pesanan,POS
barang sesuai pesanan dikirim dg cepat,POS
terimakasih pak barang sudah sampe barang nya sesuai keinginan best toko ini,POS
biar bintang yg menilai,NET
makasih makasih makasih makasih,NET
good fast respon thx gan,NET
terimakasiihh belum di cobak,NET
mantap produk sesuai ekpektasi,POS
manta p fast dan berfungsi dengan baik sesuai etalase dan deskripsi sangat direkomendasikan utk pembeli,POS
sip,NET
barang sesuai pesanan dan sampai dengan selamat,POS
barang bagus dah sampai dengan selamat maksh,POS
respon cepat kirim cepat barang sudah dicoba bagus,POS
barang sesuai pesanan tp isi steples tidak semua yg dideskripsi bs masuk,POS
sesuai dgn deskripsinya bagus cepat dan packaging rapih,POS
barang bagus sesuai pesanan,POS
stapler tembak nya bagus berfungsi dg baik harga mantabs semoga awet pengiriman cepat terima kasih,POS
barang bagus memuaskan,POS
barang sudah diterima dengan baik,POS
barang oke pengiriman super cepat,POS
mantap,POS
barang sdh diterima packaging rapi dan berfungsi dgn baik thx,POS
barang bagus hanya pengiriman telat,POS
terima kasih barang sudah mendarat,NET
barang sesuai pict pesan pagi bsk udah sampai,POS
go d dan berfungsi dengan baik tq,POS
barang sesuai dgn pesanan,POS
barang oke sesuai iklan dan orderan thx,POS
top rekomendasi seller,POS
barang sdh sampai okesiip,NET
barang dah sampai packing rapih terimakasih,NET
respon cepat produk berkualitas rekomendasi,POS
mantap respon cepat tks,POS
sangat puas order lgsg di proses dan cepat pengirimannya,POS
sesuai gambar dan deskripsi semoga tahan lama,NET
barang sesuai ulasan mantap,POS
manta p recomend banget,NET
respon cpt pengiriman juga cepat,POS
super respon n pengiriman super cepat belum coba semoga produknya juga ok,POS
mantaps,NET
mantap makasih gan,POS
respon mantap barang bermanfaat,POS
mantab gan,NET
barangnya sudah sampai dan sesuai,POS
terbaikla h,NET
terima kasih barang sudah sampai dan berfungsi dengan baik,POS
kiriman sudah sampai makasih gan,NET
sesuai gambar terima kasih gan,POS
pengiriman cepat barang sesuai deskripsi thanks ya,POS
bagus hentakan nya kenceng,POS
pengiriman cepat pelayanan mantap toko paling top,POS
barang qulitas baik bahan tebal tidak ada cacat rekomendasi,POS
produk ok sd dicoba berjalan baik semoga awet,POS
produk original berkualitas berfungsi baik,POS
barang sesuai dengan spesifikasi thanks gan,POS
barang datang sesuai pesanan,POS
barang sesuai deskripsi pengiriman cepat,POS
barang sesuai pesanan tapi blm di coba pengiriman cepat,POS
sip,NET
mkasih,NET
sesuai harapan ok bagus mantap cuy,POS
fast respond amp kualitas ok,POS
bagus pelayanan cepat,POS
kwalitas baik sdh di coba dan mudah pemakainx thanks,POS
barang sudah di terima dengan cepat dan kondisi barang lengkap thanks,POS
thanks gan good job next order lagi,NET
barangnya mantap yang penting mure,POS
bos klu beli isinya ready,NET
barang sampai dan tes ok,NET
brg udah dateng respon cepat kemasan rapih tp belum dicoba moga2 awet dah,POS
barang pesanan telah sampai pengiriman cepat hanya saja blm diperiksa krn sedang diluar rumah terima kasih,POS
brng ny sesuai dg postingan n bagus,POS
sip barang sesuai dgn deskripsi,POS
bagus,POS
ty gan respon cepat recomended seller sukses gan,POS
sudah diterima,NET
pking baik barang ok cuma agk lmbat pngirnnya,POS
barang oke di tes nembaknya kencang mantap lah,POS
pesanan sampai sgt cepat belom dicoba barangnya tapi bagus kelihatannya cukup kokoh untuk harga murah,POS
barang sudah dicoba hasilnya sangat bagus semoga awet,POS
barangnya sesuai dengan pesanan,POS
pengiriman cepat packing rapi,POS
barang sesuai dengan deskripsi dites ok rekomendasi seller sukses gan mksh,POS
barans sesuai pesanan,POS
respon cepat produk sesuai deskripsi dan packing rapi,POS
terimakasih pengiriman cepat dan barang sesuai,POS
biarkan bintang yang berbicara,NET
ok mudah2an staples gun nya bisa berfungsi maksimal trims,NET
terimakasih barang sudah sampai,NET
ukuran mak tertulis di product 14mm faktanya 8mm,NET
mantaapp goodjobs,NET
staples tembak nya bisa berfungsi baik barusan saya gunakan untuk staples sofa saya dan bisa hasil nya bagus dan rapi thank you,POS
good product buy it pls,NET
barangnya sudah diterima dengan baik penanganan proses pengirimannya cepat kualitas barang ok punya murah,POS
spek sesuwai dgn yg diiklankan respon cepat order lancar teruss mantab,POS
barang bagus telah dicoba tp utk ekspedisi wahana kurang baek lama ovel all goodjob,NEG
barang sesuai deskripsi dan gambar smoga awet,POS
pesan homaster kenmaster yang dikirim isi staples yg dikirim ternyata tidak cocok utk staplesnya parrahnya lagi isinya tidak ada yg jual di kota saya nyesel beli disinu,NET
barangnya sudah sampe berfungsi dengan baik cuma agak telat aja sampe nya tks gan,POS
mantap barang bagus sesuai harapan,POS
bagus go d,POS
maaf baru bisa ngasih ulasan barang sdh diterima dengan baik cuma kalau dipake ke benda keras kurang nancap walaupun sudah diseting tapi oklah,NET
packing rapi kuat bagus barang sesuai dicoba hasil bagus recomended sklii top,POS
thank,NET
barang sudah diterima sesuai pesanan,POS
terima kasih telah mengirimkan barang dengan cepat dan kondisinya sangat bagus bahkan dilengkapi pula dengan isinya terima kasih banyak cahayabelawa,POS
pelayanannya oke packingnya oke barangnya juga oke banget mksh boss,POS
barang sudah nyampai dengan selamat,NET
mantap,POS
sesuai pesanan terina kasih,POS
steples tembak bagus rekomendasi,POS
makasih barang sesuai gambar,POS
barangnya bagus dan cepat sampainya,POS
sangat bermanfaat terimakasih banyak,NET
sip,NET
berfungsi dengan baik sukses selalu gan,POS
barang dah sya trima dgn slamat gan trims,NET
cakeepp,NET
sesuai pesanan x,POS
barang sudah nyampai mantap,POS
baranh sudah di terima sukses buat lapaknya,NET
pengiriman cepat produk juga o k terima kasih,POS
barang sudah kami terima terima kasih,NET
sesuai pesanan pelayanan memuaskan,POS
sip,NET
barang sudah sampai gan fast respond trus barang sesuai deskripsi lah pokoknya mantap lah,POS
mantab rekomendasi lanjutkan,POS
barang sesuai dengan deksripsi dan foto,POS
barang sangat bagus kuat dan sesuai harapan,POS
barang bagus sesuai deskripsi pengiriman cepat packing rapih dan aman mantap deh 5 bintang utk agan,POS
makasih barangnya udah sampai,NET
bagus sesuai harapan,POS
kualitas mantap harga murah pengiriman cepat terimakasih,POS
brg sampe sesuai pesanan bonusnya mksh gan,POS
barang sudah sampai respon seller cepat sudah dicoba dan berfungai dengan baik terima kasih gan sukses terus jualannya,POS
barang sudah di terima,NET
makasih gan brg dah sampe,NET
barang sesuai dgn pesanan rekomendasi thx tokopedia dan cahaya belawa sukses terus utk keduanya,POS
tembakan nya mantap lah lain kali di cek dulu gan jual isi ulang staplesnya biar sesuai dengan tembakannya yg agan kirim ke saya isi ulangnya gx sesuai sekali tembak keluarnya 2 staples,POS
barang ok response cepat,POS
barang sesuai yg diiklankan respons penjual sangat cepat bravo,POS
sudah diterima sip sesuai dengan deskripsi,POS
terimakasih barang sdh diterima,NET
barang sudah diterima dengan baik thanks,POS
mantab barang bagus tembakan kenceng pakai isi staples model t 15 mm masuk seller fast response walaupun ada kendala sedikit follow upnya luar biasa thx u bos sukses selalu,POS
sudah sampai sesuai dengan pesanan terima kasih gan,POS
barang sudah diterima kualitas bagus top seller,POS
barang sudah sampai pengiriman via gojek terima kasih atas respon dan pelayan ya yang baik,POS
tampak fisik ok tp belum sempat dicoba,NET
mantap tidak ,POS
mantab gan thanks,NET
dipacking dgn baik ada segel selotip barang belum dipakai tapi terlihat dapat berfungsi dgn baik made in china,POS
barang ok oh iya untuk refil isi ualangx bli d toko ap ya trima kasih,NET
barang sudah diterima dengan baik,POS
respon dan pengiriman cepat banget paking rapi dan aman uda di coba dan tidak ada masalah sukses gan,POS
barang telah diterima dengan selamat dan waktu pengiriman relatip singkat pokoknya si p dah,NET
bagus,NET
terima kasih ya barangnya sudah sampai,NET
respon cepat barang bagus sesuai iklan,POS
trimkasih sesui pesanan mantap poll,POS
makasih brng sdh aku trima dngn selamat,NET
oke barang udah sampai gan makasih ya gan,POS
cake p next belanja lagi dah,NET
termiakasih gan barang cepat sampai dan barang bagus,POS
trim gan barangnya sudah sampai barangnya okhe daya dorongnya kencang udah saya coba,NET
barang sdh nyampe tks cepat responnya tapi belum dicoba,POS
bagus juga gan pas cobain tangan saya sampe sobek kena tancap,POS
thank s brang smpai dg baik,POS
barang sesuai deskripsi pengiriman cepat,POS
barang bagus sudah saya tes respon cepat thank you,POS
barangnya cepat datangnya barangnya juga bagus dah dicoba tembakannya kenceng thanks tokopedia tambah sukses,POS
cepat dan memuaskan seauai gambar,POS
biar bintang yang bicara thank,NET
express banget dah pokoknya barangnya mantap,POS
kualitas produk baik barang sampai langsung di tes nembak kaca dan ternyata pecah hehehe pengiriman dan pelayanan juga baik,POS
pesanan saya sudah sampai cepat kirimnya dan barang sesuai deskripsi produk terimakasih,POS
bagus dan mempermudah tugas dengan baik,POS
mantap sesuai deskripsi,POS
terima kasih terima kasih,NET
reksell proses pengiriman cepat,POS
barang sudah sampai packing rapi barang sesuai transaksi,POS
maksih barang sampai dengan peking yabg baik maksih allhamdulilillah,POS
mantap biar bintang berbicara,POS
mantap puas bangt sore tf besoknya udh smpe barang sesuai pesanan good job,POS
barang mantaap cepat n work it,NET
pakunya kuat barang asli sesuai dgn foto,POS
super,NET
mantap gan sesuai gambar dan pesanan,POS
pas mantap,POS
fast respon fast delivery tapi blm dicoba bagus gaknya,POS
rekomendasi seller,POS
barang sudah di terima dengan baik tks,POS
barang ori sesuai dgn deskripsi,POS
mantab nih barang sesuai judul foto dn deskripsi,POS
produk sesuai berfungsi baik thanks,POS
untuk respon cukup cepat amp untuk pengiriman standard sesuai dengan pesanan,POS
respon penjual cepat dan ramah barang bagus meskipun warnanya gk hitam tpi gk papa kualitas tetep ok,POS
sesuai deskripsi,POS
barang sesuai deskripsi respon penjual dan pengiriman cukup cepat barang belum dicoba,POS
terima kasih respon cepatnya gan,NET
fast respond dan cepat sampai,POS
Sip,NET
pengiriman cepat dicoba juga sesuai ekpetasi terima kasih,POS
puas barang asli krisbow terimakasih,POS
sesuai pesanan pengiriman cepat dan packingnya aman terimakasih,POS
thanks dah terima barang bekerja dengan baik,POS
mantap,NET
barang sdh sampai sesuai dgn gambar trimksh,POS
terima kasih barangnya sudah sampai,NET
packing baik cepat sampai barang sesuai pesanan,POS
brg baguss cepat sampai,NET
mantap gan cpt banget kmrn trf skrng sampe padahal pke jne reg,POS
fast respon dan cepat pengirimannya good seller,POS
sudah dicoba dan berfungsi dengan baik,POS
pengiriman super cepat jam 10 00 transfer lalu jam 13 00 barang sudah saya terima barang sesuai deskripsi dan gambar terima kasih ya recommended seller,POS
barang sesuai dengan yg ada difoto mantaps,POS
brang ud smpai kondisi brang ok,NET
rekomendasi lah pokoknya,POS
mantap deh pokoknya recomen buat yg lain,POS
respon cepat barang sesuai paket rapi dan aman thanks,POS
barang bagus tidak ada kendala baik di pengiriman maupun di unit barangnya,POS
awalnya bagus tp setelah dipakai agak lama jd kurang kencang padahal merek krisbow,NEG
barang udh nyampe sesuai pesanan sayang ternyata tidak bisa make isi staples stationery biasa yg no 3 harus di deskripsi di tulis ukuran isi staples nya,POS
barangnya ok,NET
produk mantap sesuai gambar tembakan juga kuat semoga awet tq,POS
kenceng gan si pp,NET
isi staple gun sih bagus krn ternyata staple gun mollar yg saya beli di toko ini yg tidak bagus sekali tembak keluar 2,NET
siip mantap barang sudah diterima respon cepat,POS
barang sesuai pesanan packing rapih mantap,POS
sampai dengan cepat terima kasih banyak,POS
bagus murah berkualitas rekomendasi,POS
sudah diterima dengan baik dan bisa di pakai,POS
barang sudah diterima dg baik thx,POS
barang bagus kualitas sesuai harga,POS
berfungsi sesuai harga semoga awet,POS
bukan merk kenmaster ternyata tpp gpp yg pentg bisa dipake,NET
tembakannya kenceng jg mantap kang nuhun,POS
terimakasih sudah saya terima dengan baik,POS
alat bekerja baik meja kayu tembus fast respon,POS
respon dan proses cepat,POS
lihat bintangnya aja dah,NET
barang datang cacat tidak bisa di gunakan harusnya sblum di kirim di coba dulu,NEG
semoga bisa kerja sama bos,NET
barang cacat bos sampai sini,NEG
pesanan udah sampai produk sesuai deskripsi,POS
mantap,POS
biarkan bintang yang bicara,NET
ok,NET
barang sudah diterima dengan baik,POS
produk bagus murah sesuai foto,POS
pengiriman cepat barang bagus sudah dicoba amp 34 mantap amp 34,POS
matab good sesuai permintaan,NET
sudah d tes bagus dan lancar,POS
mantabh gan recomend seller,NET
thanks barang sudah sampai,NET
sudah di terima bos packing bagus aman,POS
paket sdh sampai produk berfungsi dgn baik,POS
powernya agak kurang dibanding yg sdh saya punya tp gpp emang harganya beda yg ini bisa jadi cadangan thanks,NEG
respon cepat kwalitas sesuai deskripsi,POS
barang sesuai pesanan dan pengiriman cepat,POS
fast response barang sesuai pesanan,POS
barang sesuai dengan pesanan,POS
produk okay sesuai deskripsi dan berfungsi baik mudah2an awet,POS
mantap gan packing rapih barang recommend respon cepat,POS
sip,NET
naiis tp suka jam kadang2 udah capek2 di pencet mana keras,NET
rekomendasi buat yg seneng belanja,POS
produk sesuai dengan apa yg ada di pict,POS
mantap bos sesuai deskripsi rekomendasi saller,POS
respon dan pengiriman cepat cm dikurir agak lmbt packing aman dan rapi barang sesuai gambar dan berfungsi dengan baik terima kasih recommended seller,POS
terima kasih gan ya barang sampai dengan selamat,NET
ok berfungsi dngn baik,POS
respon dan pengiriman cepat,POS
barang telah diterima barang oke banget,POS
nampak fisiknya berkualitas smoga awet,NET
makasih gan sesuai ekspektasi sudah dicoba barang berfungsi dg baik rekomendasi seller,POS
kecewa baru dipakey isiya kluar sampai 2 3 buah dipapan tidak nempel,NEG
keceh gan memuaskan terimakasih,NET
go d,NET
makassi,NET
sesuai deskripsi ok,POS
rekomended seller barang sesuai pesanan,POS
sip,NET
sesuai deskripsi kualitas baik profesional seller,POS
mantab semoga sukses selalu,NET
pengiriman manta p,NET
produk ok pengiriman cepat tp produk agak penyok sedikit,POS
barang bagus top dech,POS
sudah ditangan,NET
mantap stapler gun nya,POS
barang bagus paking rapi thanks,POS
sudah sampai gan terimakasih,NET
saya serahkn bintang y bicara barang sesui amp cepat datangnya,POS
